,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6
2771,Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption
2772,Tuberculosis,chills,vomiting,fatigue,weight_loss,cough,high_fever
2773,Common Cold,continuous_sneezing,chills,fatigue,cough,high_fever,headache
2774,Pneumonia,chills,fatigue,cough,high_fever,breathlessness,sweating
2775,Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,
2776,Heart attack,vomiting,breathlessness,sweating,chest_pain,,
2777,Varicose veins,fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels
2778,Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness
2779,Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea
2780,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
2781,Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking
2782,Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,
2783,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness
2784,Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,
2785,Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine,,
2786,Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails
2787,Impetigo,skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze,
2788,Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic_patches,,
2789,Allergy,continuous_sneezing,shivering,chills,watering_from_eyes,,
2790,GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain
2791,Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain
2792,Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition,spotting_urination,
2793,Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching
2794,AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts,,
2795,Diabetes ,fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision
2796,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,
2797,Bronchial Asthma,fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum
2798,Hypertension ,headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration,
2799,Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck
2800,Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,
2801,Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,,
2802,Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin
2803,Malaria,chills,vomiting,high_fever,sweating,headache,nausea
2804,Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache
2805,Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever
2806,Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea
2807,hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite
2808,Hepatitis B,itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite
2809,Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history
2810,Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea
2811,Hepatitis E,joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine
2812,Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption
2813,Tuberculosis,chills,vomiting,fatigue,weight_loss,cough,high_fever
2814,Common Cold,continuous_sneezing,chills,fatigue,cough,high_fever,headache
2815,Pneumonia,chills,fatigue,cough,high_fever,breathlessness,sweating
2816,Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,
2817,Heart attack,vomiting,breathlessness,sweating,chest_pain,,
2818,Varicose veins,fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels
2819,Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness
2820,Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea
2821,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
2822,Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking
2823,Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,
2824,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness
2825,Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,
2826,Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine,,
2827,Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails
2828,Impetigo,skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze,
2829,Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic_patches,,
2830,Allergy,continuous_sneezing,shivering,chills,watering_from_eyes,,
2831,GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain
2832,Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain
2833,Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition,spotting_urination,
2834,Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching
2835,AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts,,
2836,Diabetes ,fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision
2837,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,
2838,Bronchial Asthma,fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum
2839,Hypertension ,headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration,
2840,Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck
2841,Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,
2842,Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,,
2843,Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin
2844,Malaria,chills,vomiting,high_fever,sweating,headache,nausea
2845,Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache
2846,Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever
2847,Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea
2848,hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite
2849,Hepatitis B,itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite
2850,Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history
2851,Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea
2852,Hepatitis E,joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine
2853,Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption
2854,Tuberculosis,chills,vomiting,fatigue,weight_loss,cough,high_fever
2855,Common Cold,continuous_sneezing,chills,fatigue,cough,high_fever,headache
2856,Pneumonia,chills,fatigue,cough,high_fever,breathlessness,sweating
2857,Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,
2858,Heart attack,vomiting,breathlessness,sweating,chest_pain,,
2859,Varicose veins,fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels
2860,Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness
2861,Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea
2862,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
2863,Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking
2864,Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,
2865,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness
2866,Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,
2867,Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine,,
2868,Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails
2869,Impetigo,skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze,
2870,Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic_patches,,
2871,Allergy,continuous_sneezing,shivering,chills,watering_from_eyes,,
2872,GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain
2873,Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain
2874,Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition,spotting_urination,
2875,Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching
2876,AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts,,
2877,Diabetes ,fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision
2878,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,
2879,Bronchial Asthma,fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum
2880,Hypertension ,headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration,
2881,Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck
2882,Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,
2883,Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,,
2884,Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin
2885,Malaria,chills,vomiting,high_fever,sweating,headache,nausea
2886,Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache
2887,Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever
2888,Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea
2889,hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite
2890,Hepatitis B,itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite
2891,Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history
2892,Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea
2893,Hepatitis E,joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine
2894,Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption
2895,Tuberculosis,chills,vomiting,fatigue,weight_loss,cough,high_fever
2896,Common Cold,continuous_sneezing,chills,fatigue,cough,high_fever,headache
2897,Pneumonia,chills,fatigue,cough,high_fever,breathlessness,sweating
2898,Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,
2899,Heart attack,vomiting,breathlessness,sweating,chest_pain,,
2900,Varicose veins,fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels
2901,Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness
2902,Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea
2903,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
2904,Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking
2905,Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,
2906,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness
2907,Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,
2908,Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine,,
2909,Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails
2910,Impetigo,skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze,
2911,Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic_patches,,
2912,Allergy,continuous_sneezing,shivering,chills,watering_from_eyes,,
2913,GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain
2914,Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain
2915,Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition,spotting_urination,
2916,Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching
2917,AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts,,
2918,Diabetes ,fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision
2919,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,
2920,Bronchial Asthma,fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum
2921,Hypertension ,headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration,
2922,Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck
2923,Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,
2924,Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,,
2925,Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin
2926,Malaria,chills,vomiting,high_fever,sweating,headache,nausea
2927,Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache
2928,Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever
2929,Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea
2930,hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite
2931,Hepatitis B,itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite
2932,Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history
2933,Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea
2934,Hepatitis E,joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine
2935,Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption
2936,Tuberculosis,chills,vomiting,fatigue,weight_loss,cough,high_fever
2937,Common Cold,continuous_sneezing,chills,fatigue,cough,high_fever,headache
2938,Pneumonia,chills,fatigue,cough,high_fever,breathlessness,sweating
2939,Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,
2940,Heart attack,vomiting,breathlessness,sweating,chest_pain,,
2941,Varicose veins,fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels
2942,Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness
2943,Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea
2944,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
2945,Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking
2946,Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,
2947,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness
2948,Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,
2949,Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine,,
2950,Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails
2951,Impetigo,skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze,
2952,Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic_patches,,
2953,Allergy,continuous_sneezing,shivering,chills,watering_from_eyes,,
2954,GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain
2955,Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain
2956,Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition,spotting_urination,
2957,Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching
2958,AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts,,
2959,Diabetes ,fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision
2960,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,
2961,Bronchial Asthma,fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum
2962,Hypertension ,headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration,
2963,Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck
2964,Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,
2965,Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,,
2966,Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin
2967,Malaria,chills,vomiting,high_fever,sweating,headache,nausea
2968,Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache
2969,Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever
2970,Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea
2971,hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite
2972,Hepatitis B,itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite
2973,Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history
2974,Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea
2975,Hepatitis E,joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine
2976,Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption
2977,Tuberculosis,chills,vomiting,fatigue,weight_loss,cough,high_fever
